name,category,email,url,location,phone,status,email_file
Vana Nava Hua Hin,Cinema & Entertainment,info@vananava.com,https://www.vananavahuahin.com/,Hua Hin,0925153411,READY,Vana_Nava_Hua_Hin.txt
Cartoon Network Amazone,Cinema & Entertainment,,https://www.cartoonnetworkamazone.com/,Pattaya,,NEEDS_EMAIL,Cartoon_Network_Amazone.txt
Ramayana Water Park,Cinema & Entertainment,info@rwpark.com,https://www.ramayanawaterpark.com/,Pattaya,+6633005929,READY,Ramayana_Water_Park.txt
Sriracha Tiger Zoo,Cinema & Entertainment,,https://www.tigerzoo.com/,Chonburi,,NEEDS_EMAIL,Sriracha_Tiger_Zoo.txt
The Hive Bangkok,Lifestyle & Experiences,,https://thehive.co.th/,Bangkok,+6626626062,NEEDS_EMAIL,The_Hive_Bangkok.txt
Punspace Chiang Mai,Lifestyle & Experiences,,https://www.punspace.com/,Chiang Mai,0699999988,NEEDS_EMAIL,Punspace_Chiang_Mai.txt
TCDC Bangkok,Lifestyle & Experiences,,https://www.tcdc.or.th/,Bangkok,,NEEDS_EMAIL,TCDC_Bangkok.txt
KoHub Koh Lanta,Lifestyle & Experiences,,https://www.kohub.org/,Koh Lanta,0210316143,NEEDS_EMAIL,KoHub_Koh_Lanta.txt
JustCo Thailand,Lifestyle & Experiences,info@justcoglobal.com,https://www.justcoglobal.com/,Bangkok,,READY,JustCo_Thailand.txt
The Great Room Bangkok,Lifestyle & Experiences,,https://www.thegreatroomoffices.com/,Bangkok,,NEEDS_EMAIL,The_Great_Room_Bangkok.txt
Regus Thailand,Lifestyle & Experiences,,https://www.regus.com/en-th/,Multiple,,NEEDS_EMAIL,Regus_Thailand.txt
Launchpad Coworking,Lifestyle & Experiences,,https://launchpad.co.th/,Bangkok,0543374325,NEEDS_EMAIL,Launchpad_Coworking.txt
Fitness First Thailand,Lifestyle & Experiences,,https://www.fitnessfirst.co.th/,Multiple,04-2809-493,NEEDS_EMAIL,Fitness_First_Thailand.txt
Fight District MMA,Lifestyle & Experiences,,https://www.fightdistrict.com/,Bangkok,,NEEDS_EMAIL,Fight_District_MMA.txt
IconSiam,Lifestyle & Experiences,,https://www.iconsiam.com/,Bangkok,+66-2-495-7080,NEEDS_EMAIL,IconSiam.txt
Terminal 21,Lifestyle & Experiences,dpo@lhmh.co.th,https://www.terminal21.co.th/,Bangkok,02-343-8899,READY,Terminal_21.txt
Chatuchak Weekend Market,Lifestyle & Experiences,info@chatuchakmarket.org,https://www.chatuchakmarket.org/,Bangkok,0315388723,READY,Chatuchak_Weekend_Market.txt
Asiatique The Riverfront,Lifestyle & Experiences,arme@assetworldcorp-th.com,https://www.asiatiquethailand.com/,Bangkok,+6692-246-0812,READY,Asiatique_The_Riverfront.txt
Platinum Fashion Mall,Lifestyle & Experiences,,https://www.platinumfashionmall.com/,Bangkok,,NEEDS_EMAIL,Platinum_Fashion_Mall.txt
MBK Center,Lifestyle & Experiences,mbkcontactcenter@mbkgroup.co.th,https://www.mbk-center.co.th/,Bangkok,+6628539000,READY,MBK_Center.txt
Siam Discovery,Lifestyle & Experiences,info@siamdiscovery.co.th,https://www.siamdiscovery.co.th/,Bangkok,+66-2-658-1000,READY,Siam_Discovery.txt
Thai Visa Centre,Lifestyle & Experiences,help@tvc.co.th,https://www.thaivisacentre.com/,Bangkok,+66 2-508-8428,READY,Thai_Visa_Centre.txt
Siam Legal International,Lifestyle & Experiences,info@siam-legal.com,https://www.siam-legal.com/,Bangkok,+66 2 254 8900,READY,Siam_Legal_International.txt
Key Visa Thailand,Lifestyle & Experiences,,https://www.keyvisa.com/,Bangkok,0411627350,NEEDS_EMAIL,Key_Visa_Thailand.txt
Iglu Coworking & Visa,Lifestyle & Experiences,,https://iglu.net/,Multiple,085442-2048,NEEDS_EMAIL,Iglu_Coworking_Visa.txt
Duke Language School,Lifestyle & Experiences,info@dukelanguage.com,https://www.dukelanguage.com/,Bangkok,+66 8-2444-1595,READY,Duke_Language_School.txt
Pro Language School,Lifestyle & Experiences,info@prolanguage.co.th,https://www.prolanguage.co.th/,Bangkok,+66885850756,READY,Pro_Language_School.txt
Raja's Fashions,Lifestyle & Experiences,,https://www.rajasfashions.com/,Bangkok,+662-253-8379,NEEDS_EMAIL,Rajas_Fashions.txt
Narry Tailor,Lifestyle & Experiences,chandans20@gmail.com,https://www.narrytailor.com/,Bangkok,+6681-987-2008,READY,Narry_Tailor.txt
Pinky Tailor,Lifestyle & Experiences,pinkytailor@hotmail.com,https://www.pinkytailor.com/,Bangkok,0546757114,READY,Pinky_Tailor.txt
Outpost Coworking,Lifestyle & Experiences,,https://www.outpost-asia.com/,Koh Samui,,NEEDS_EMAIL,Outpost_Coworking.txt
CentralWorld,Lifestyle & Experiences,,https://www.centralworld.co.th/,Bangkok,,NEEDS_EMAIL,CentralWorld.txt
One Nimman Chiang Mai,Lifestyle & Experiences,,https://www.onenimman.com/,Chiang Mai,0504122521,NEEDS_EMAIL,One_Nimman_Chiang_Mai.txt
The Commons Saladaeng,Lifestyle & Experiences,,https://www.thecommonsbkk.com/,Bangkok,0323969472,NEEDS_EMAIL,The_Commons_Saladaeng.txt
Simba Sea Trips,Adventure & Outdoor Operators,,https://simbaseatrips.com/,Thailand,+66629799974,NEEDS_EMAIL,Simba_Sea_Trips.txt
Santana Biking Chiang Mai,Adventure & Outdoor Operators,,https://santanaadventures.com/cruises/,Thailand,09-128-128,NEEDS_EMAIL,Santana_Biking_Chiang_Mai.txt
Chillax Heritage Bangkok,Boutique Hotels & Hostels,,https://www.hotelsbkk.com/chillax-heritage-hotel-khaosan/,Thailand,,NEEDS_EMAIL,Chillax_Heritage_Bangkok.txt
Tara Mantra Cha-Am,Boutique Hotels & Hostels,rsvn.taramantra@gmail.com,https://taramantra-chaam.com/,Thailand,+66875296333,READY,Tara_Mantra_Cha-Am.txt
Makkasan Hostel Bangkok,Boutique Hotels & Hostels,h8422@accor.com,https://www.mercurebangkokmakkasan.com/,Thailand,+66 2 094 8800,READY,Makkasan_Hostel_Bangkok.txt
Phranakorn Nornlen Bangkok,Boutique Hotels & Hostels,rooms@phranakorn-nornlen.com,https://www.phranakorn-nornlen.com/,Thailand,+662 628 8188,READY,Phranakorn_Nornlen_Bangkok.txt
Old Capital Bike Inn,Boutique Hotels & Hostels,info@oldcapitalbkk.com,http://www.oldcapitalbkk.com/,Thailand,+662 629-1787,READY,Old_Capital_Bike_Inn.txt
Chern Hostel Bangkok,Boutique Hotels & Hostels,info@chernbangkok.com,http://chernbangkok.com/,Thailand,02 621 1133,READY,Chern_Hostel_Bangkok.txt
SF Cinema City,Cinema & Entertainment,,https://www.sfcinema.com/,Thailand,0270146341,NEEDS_EMAIL,SF_Cinema_City.txt
House RCA,Cinema & Entertainment,,https://www.housesamyan.com/,Thailand,0260227104,NEEDS_EMAIL,House_RCA.txt
Escape Room by Komnata,Cinema & Entertainment,escaperoompattaya.thailand@gmail.com,https://www.escaperoomthailand.com/,Thailand,+66632108724,READY,Escape_Room_by_Komnata.txt
Brain Out Escape Room,Cinema & Entertainment,,https://www.tripadvisor.in/Attraction_Review-g293916-d13084472-Reviews-Puzzle_Room_Bangkok-Bangkok.html,Thailand,,NEEDS_EMAIL,Brain_Out_Escape_Room.txt
The Great Hornbills Zipline,Cinema & Entertainment,,http://hornbill.or.th/,Thailand,0782273630,NEEDS_EMAIL,The_Great_Hornbills_Zipline.txt
Mekhala River Cruise,Cinema & Entertainment,info@asianoasis.com,https://www.asianoasis.com/mekkala,Thailand,0-3498-4942,READY,Mekhala_River_Cruise.txt
Chao Phraya Princess Cruise,Cinema & Entertainment,support@headout.com,https://www.chaophrayacruises.com/,Thailand,07-17500575,READY,Chao_Phraya_Princess_Cruise.txt
White Orchid Dinner Cruise,Cinema & Entertainment,info@theicity.com,https://www.bangkokchaophrayacruise.com/viewCruise.jsp?clubId=38367&shopCategoryId=182282&productId=868389,Thailand,+66846434996,READY,White_Orchid_Dinner_Cruise.txt
Muay Thai Live Show,Cinema & Entertainment,info@rajadamnern.com,https://rajadamnern.com/,Thailand,+66908993136,READY,Muay_Thai_Live_Show.txt
Siam Amazing Park,Cinema & Entertainment,customerservice@siamamazingpark.com,https://www.siamamazingpark.com/en/index.php,Thailand,02-105-4294,READY,Siam_Amazing_Park.txt
Flight Experience Bangkok,Cinema & Entertainment,,https://www.tripadvisor.in/Attraction_Review-g293916-d3240006-Reviews-Flight_Experience_Bangkok-Bangkok.html,Thailand,,NEEDS_EMAIL,Flight_Experience_Bangkok.txt
Harborland Thailand,Cinema & Entertainment,,https://harborlandgroup.com/,Thailand,,NEEDS_EMAIL,Harborland_Thailand.txt
SuperPark Thailand,Cinema & Entertainment,,https://www.tripadvisor.in/Attraction_Review-g293916-d20007429-Reviews-Superpark_Thailand-Bangkok.html,Thailand,,NEEDS_EMAIL,SuperPark_Thailand.txt
Bar Us,Nightlife & Entertainment,,https://www.us-bar.com/,Bangkok,+6691-721-8209,NEEDS_EMAIL,Bar_Us.txt
Mahaniyom,Nightlife & Entertainment,,https://nightlifethailand.com/venues/mahaniyom-cocktail-bar/,Bangkok,+66 61 664-6588,NEEDS_EMAIL,Mahaniyom.txt
Opium,Nightlife & Entertainment,,https://www.bkmagazine.com/nightlife/bangkoks-top-10-cocktail-bars-your-next-big-night-out/,Bangkok,,NEEDS_EMAIL,Opium.txt
Phuripat Transport 88,Transport & Transfer Services,,https://www.thailandferrybooking.com/ferry/operator/-phuripat-transport-88,Thailand,,NEEDS_EMAIL,Phuripat_Transport_88.txt
35 Group Pattaya,Transport & Transfer Services,,https://www.thailandferrybooking.com/ferry/operator/35-group-pattaya-,Thailand,,NEEDS_EMAIL,35_Group_Pattaya.txt
Adang Sea Tour,Transport & Transfer Services,,https://www.thailandferrybooking.com/ferry/operator/adang-sea-tour,Thailand,,NEEDS_EMAIL,Adang_Sea_Tour.txt
Andaman Sea Tour & Transport,Transport & Transfer Services,,https://www.thailandferrybooking.com/ferry/operator/andaman-sea-tour-&-transport,Thailand,,NEEDS_EMAIL,Andaman_Sea_Tour_Transport.txt
Andaman Wave Express,Transport & Transfer Services,,https://www.thailandferrybooking.com/ferry/operator/andaman-wave-express,Thailand,,NEEDS_EMAIL,Andaman_Wave_Express.txt
Ao Nang Travel And Tour,Transport & Transfer Services,,https://www.thailandferrybooking.com/ferry/operator/ao-nang-travel-and-tour,Thailand,,NEEDS_EMAIL,Ao_Nang_Travel_And_Tour.txt
Arisa Speed Boat Group,Transport & Transfer Services,,https://www.thailandferrybooking.com/ferry/operator/arisa-speed-boat-group,Thailand,,NEEDS_EMAIL,Arisa_Speed_Boat_Group.txt
Arunsiri Travel & Tour,Transport & Transfer Services,,https://www.thailandferrybooking.com/ferry/operator/arunsiri-travel-&-tour,Thailand,,NEEDS_EMAIL,Arunsiri_Travel_Tour.txt
Bell Travel Services,Transport & Transfer Services,,https://www.thailandferrybooking.com/ferry/operator/bell-travel-services,Thailand,,NEEDS_EMAIL,Bell_Travel_Services.txt
Boonsiri,Transport & Transfer Services,,https://www.thailandferrybooking.com/ferry/operator/boonsiri-,Thailand,,NEEDS_EMAIL,Boonsiri.txt
Bundhaya Speed Boat,Transport & Transfer Services,,https://www.thailandferrybooking.com/ferry/operator/bundhaya-speed-boat,Thailand,,NEEDS_EMAIL,Bundhaya_Speed_Boat.txt
Chao Koh Group,Transport & Transfer Services,,https://www.thailandferrybooking.com/ferry/operator/chao-koh-group,Thailand,,NEEDS_EMAIL,Chao_Koh_Group.txt
From Fresh Market to Wok: Thai Cooking wit...,Food & Culinary Operators,,https://www.cookly.me/cooking-class/bangkok/,Bangkok,,NEEDS_EMAIL,From_Fresh_Market_to_Wok_Thai_Cooking_wit.txt
Vegetarian & Vegan,Food & Culinary Operators,,https://www.cookly.me/cooking-class/bangkok/veganvegetarian-option/,Bangkok,,NEEDS_EMAIL,Vegetarian_Vegan.txt
Family-Friendly,Food & Culinary Operators,,https://www.cookly.me/cooking-class/bangkok/family-friendly/,Bangkok,,NEEDS_EMAIL,Family-Friendly.txt
Choose your own menu,Food & Culinary Operators,,https://www.cookly.me/cooking-class/bangkok/choose-your-own-menu/,Bangkok,,NEEDS_EMAIL,Choose_your_own_menu.txt
Farm & Garden Tours,Food & Culinary Operators,,https://www.cookly.me/cooking-class/bangkok/organic-gardenfarm-tour/,Bangkok,,NEEDS_EMAIL,Farm_Garden_Tours.txt
Top Kart Bangkok,Cinema & Entertainment,,https://www.topkartbangkok.com/,Bangkok,,NEEDS_EMAIL,Top_Kart_Bangkok.txt
Puzzle Room Bangkok,Cinema & Entertainment,puzzleroombkk@gmail.com,https://www.puzzleroombangkok.com/BKK/,Bangkok,+666 3827 9666,READY,Puzzle_Room_Bangkok.txt
Xscape Escape Rooms Bangkok,Cinema & Entertainment,info@xscapeescaperooms.com,https://xscapeescaperooms.com/,Bangkok,+66625219610,READY,Xscape_Escape_Rooms_Bangkok.txt
Blu-O Rhythm & Bowl,Cinema & Entertainment,,https://www.bluofriends.com/en/,Bangkok,0-2511-5544,NEEDS_EMAIL,Blu-O_Rhythm_Bowl.txt
Siri Poshtel Bangkok,Boutique Hotels & Hostels,,https://www.hostelworld.com/hostels/p/273359/siri-poshtel-bangkok/,Bangkok,,NEEDS_EMAIL,Siri_Poshtel_Bangkok.txt
Tamni,Boutique Hotels & Hostels,,https://www.hostelworld.com/hostels/p/313640/tamni/,Bangkok,,NEEDS_EMAIL,Tamni.txt
Nomad Yard Hostel,Boutique Hotels & Hostels,,https://www.hostelworld.com/hostels/p/333841/nomad-yard-hostel/,Bangkok,,NEEDS_EMAIL,Nomad_Yard_Hostel.txt
BKK Social Club,Nightlife & Entertainment,,https://www.bkmagazine.com/nightlife/15-best-live-music-bars-bangkok-to-check-out-2025/,Bangkok,,NEEDS_EMAIL,BKK_Social_Club.txt
Noise House Lat Phrao,Nightlife & Entertainment,,https://www.bkmagazine.com/nightlife/bangkoks-best-bars-clubs/,Bangkok,,NEEDS_EMAIL,Noise_House_Lat_Phrao.txt
Fatty’s Bar and Diner,Nightlife & Entertainment,,https://www.bkmagazine.com/nightlife/cocktails/bangkoks-best-gin-bars/,Bangkok,,NEEDS_EMAIL,Fattys_Bar_and_Diner.txt
Dope & Dirty,Nightlife & Entertainment,,https://www.siam2nite.com/en/locations/clubs/dope-dirty,Bangkok,,NEEDS_EMAIL,Dope_Dirty.txt
Max Club Bangkok,Nightlife & Entertainment,,https://www.siam2nite.com/en/locations/clubs/max-club-bangkok,Bangkok,,NEEDS_EMAIL,Max_Club_Bangkok.txt
Baccarat,Nightlife & Entertainment,,https://www.siam2nite.com/en/locations/clubs/baccarat,Bangkok,,NEEDS_EMAIL,Baccarat.txt
Bar Rouge Bangkok,Nightlife & Entertainment,,https://www.siam2nite.com/en/locations/clubs/bar-rouge-bangkok,Bangkok,,NEEDS_EMAIL,Bar_Rouge_Bangkok.txt
MIXX Bangkok,Nightlife & Entertainment,,https://www.siam2nite.com/en/locations/clubs/mixx-bangkok,Bangkok,,NEEDS_EMAIL,MIXX_Bangkok.txt
Space Plus Bangkok,Nightlife & Entertainment,,https://www.siam2nite.com/en/locations/clubs/space-plus-bangkok,Bangkok,,NEEDS_EMAIL,Space_Plus_Bangkok.txt
The Capital Bangkok,Nightlife & Entertainment,,https://www.siam2nite.com/en/locations/clubs/the-capital-bangkok,Bangkok,,NEEDS_EMAIL,The_Capital_Bangkok.txt
The Club Khaosan,Nightlife & Entertainment,,https://www.siam2nite.com/en/locations/clubs/the-club-khaosan,Bangkok,,NEEDS_EMAIL,The_Club_Khaosan.txt
Best Coworking Spaces in Bangkok,Lifestyle & Experiences,contact@bangkokbusinessclub.com,https://bangkokbusinessclub.com/blog/best-coworking-spaces-in-bangkok/,Bangkok,+66 2 340 7645,READY,Best_Coworking_Spaces_in_Bangkok.txt
DMC Bangkok,MICE & Event DMCs,info@phuketeventcompany.com,https://www.phuketeventcompany.com/dmc-bangkok/,Thailand,+66-65-749-5221,READY,DMC_Bangkok.txt
Paula &amp; Co. DMC Thailand,MICE & Event DMCs,paula.wong@paula-dmc.com,https://www.paulaandcothailand.com/,Thailand,05-3391-9791,READY,Paula_amp_Co_DMC_Thailand.txt
QSNCC,MICE & Event DMCs,,https://www.qsncc.com/en/media/news-and-update/asias-best-convention-centre-award-qsncc/,Thailand,0-4352-8146,NEEDS_EMAIL,QSNCC.txt
Home of the Best Tours Agency Bangkok,Adventure & Outdoor Operators,,https://www.thaiwander.com/,Thailand,,NEEDS_EMAIL,Home_of_the_Best_Tours_Agency_Bangkok.txt
Thailand Tour,Adventure & Outdoor Operators,info@nstravel.com,https://www.nstravel.com/,Thailand,+662-640-1440,READY,Thailand_Tour.txt
Queen Sirikit National Convention Center (QSNCC),MICE & Event DMCs,,https://www.qsncc.com/en/,Thailand,05-4622-9902,NEEDS_EMAIL,Queen_Sirikit_National_Convention_Center_QSNCC.txt
lebua Hotels & Resorts,Nightlife & Entertainment,dome@lebua.com,https://lebua.com/restaurants/sky/,Bangkok,0274006933,READY,lebua_Hotels_Resorts.txt
Sky Bar by lebua,Nightlife & Entertainment,,https://www.therooftopguide.com/rooftop-bars-in-bangkok/sky-bar-lebua-at-state-tower.html,Bangkok,,NEEDS_EMAIL,Sky_Bar_by_lebua.txt
Common Ground,Lifestyle & Experiences,,https://www.commonground.work/th-en/,Bangkok,04 958 271,NEEDS_EMAIL,Common_Ground.txt
WeWork,Lifestyle & Experiences,,https://www.wework.com/l/office-space/bangkok,Bangkok,05 20250822,NEEDS_EMAIL,WeWork.txt
Absolute Boutique Fitness,Lifestyle & Experiences,,https://www.absoluteboutiquefitness.co/,Bangkok,0-3498-4942,NEEDS_EMAIL,Absolute_Boutique_Fitness.txt
Wild Thailand,Adventure & Outdoor Operators,,http://www.wildthailand.com/,Thailand,,NEEDS_EMAIL,Wild_Thailand.txt
Thai Adventure Club,Adventure & Outdoor Operators,rsvn@thaiadventureclub.com,https://thaiadventureclub.com/,Thailand,+66-80-800-2500,READY,Thai_Adventure_Club.txt
Octave Rooftop Bar,Nightlife & Entertainment,,https://www.marriott.com/en-us/hotels/bkkms-bangkok-marriott-hotel-sukhumvit/dining/,Bangkok,+66-02-7970000,NEEDS_EMAIL,Octave_Rooftop_Bar.txt
Vertigo & Moon Bar,Nightlife & Entertainment,,https://www.bfrfrr.com/vertigo-and-moon-bar/,Bangkok,,NEEDS_EMAIL,Vertigo_Moon_Bar.txt
Ce La Vi Bangkok,Nightlife & Entertainment,,https://www.celavi.com/en/bangkok/,Bangkok,,NEEDS_EMAIL,Ce_La_Vi_Bangkok.txt
DEMO Bangkok,Nightlife & Entertainment,,https://www.demobangkok.com/,Bangkok,,NEEDS_EMAIL,DEMO_Bangkok.txt
Eaglecrest DMC,MICE & Event DMCs,,https://eaglecrestdmc.com/,Thailand,041120527,NEEDS_EMAIL,Eaglecrest_DMC.txt
DMC Quote Thailand,MICE & Event DMCs,sales@travel-dmc.com,https://dmcquote.com/,Thailand,+91-7838007208,READY,DMC_Quote_Thailand.txt
ClubCo Coworking,Lifestyle & Experiences,sales@clubco-th.com,https://www.clubco-th.com/,Bangkok,05-3391-9791,READY,ClubCo_Coworking.txt
The Urban Office,Lifestyle & Experiences,info@theurbanoffice.com,https://www.theurbanoffice.com/,Bangkok,+662 153 3555,READY,The_Urban_Office.txt
Servcorp Bangkok,Lifestyle & Experiences,,https://www.servcorp.co.th/en/coworking/,Bangkok,+662 207 5444,NEEDS_EMAIL,Servcorp_Bangkok.txt
Absolute Yoga Bangkok,Lifestyle & Experiences,,https://www.absoluteyogabangkok.com/,Bangkok,,NEEDS_EMAIL,Absolute_Yoga_Bangkok.txt
F45 Training Bangkok,Lifestyle & Experiences,,https://f45training.com/find-a-studio/,Bangkok,05 2055 152,NEEDS_EMAIL,F45_Training_Bangkok.txt
Cvent Thailand Venues,MICE & Event DMCs,cventhotelreq@ntmllc.com,https://www.cvent.com/venues/results/Bangkok--Thailand,Bangkok,0-625135059,READY,Cvent_Thailand_Venues.txt
CAMP by Maya,Lifestyle & Experiences,,https://www.campmaya.com/,Chiang Mai,,NEEDS_EMAIL,CAMP_by_Maya.txt
True Digital Park,Lifestyle & Experiences,hello@truedigitalpark.com,https://www.truedigitalpark.com/,Bangkok,02-009-1101,READY,True_Digital_Park.txt
AIS Design Centre,Lifestyle & Experiences,,https://aisdesigncentre.com/,Bangkok,,NEEDS_EMAIL,AIS_Design_Centre.txt
Glowfish Coworking,Lifestyle & Experiences,,https://www.glowfishcoworking.com/,Bangkok,,NEEDS_EMAIL,Glowfish_Coworking.txt
